[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: Successfully loaded OpenSpiel environments: 41.
[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: OpenSpiel games skipped: 0.
Loading 42 agents: avikdas567_heuristic, biohack44_day2, daniilkrasnovvv_conservative_prob, jek1wantaufik_lucario, kiyotah_abomasnow, kiyotah_dragapult, kiyotah_iono, kojimar_lucario, makimakiai_rl, makthanithin_1084_baseline, makthanithin_improved_prob, mechi22_alakazam, pixiux_lucario_v63, plamen06_steel, pllinas_alakazam, prvsiyan_control_v11, prvsiyan_grimbelief_alakazam, romanrozen_strong_start, ryotasueyoshi_alakazam, tb_abomasnow, tb_alakazam, tb_archaludon, tb_dragapult, tb_heuristic, tb_iono, tb_lucario, tb_rulecore, tb_search, tb_starmie, wmh_alakazam, wmh_bellibolt, wmh_chandelure, wmh_froslass, wmh_garchomp, wmh_grimmsnarl, wmh_kangaskhan, wmh_megastarmie, wmh_mewtwo, wmh_ogerpon, wmh_trevenant, wmh_typhlosion, random_legal
[1/903] avikdas567_heuristic vs avikdas567_heuristic: avikdas567_heuristic 1-1  (2 games, 0.4s, 0.18s/game)
  kiyotah_abomasnow vs kojimar_lucario: 4/6 =  66.7% [30.0,90.3]  (1.0s, 0.17s/game)
  kiyotah_abomasnow vs makimakiai_rl: 5/6 =  83.3% [43.6,97.0]  (0.8s, 0.13s/game)
  kiyotah_abomasnow vs makthanithin_1084_baseline: 3/6 =  50.0% [18.8,81.2]  (0.7s, 0.12s/game)
  kiyotah_abomasnow vs makthanithin_improved_prob: 3/6 =  50.0% [18.8,81.2]  (0.8s, 0.14s/game)
  kiyotah_abomasnow vs mechi22_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (1.0s, 0.16s/game)
  kiyotah_abomasnow vs pixiux_lucario_v63: 5/6 =  83.3% [43.6,97.0]  (1.0s, 0.16s/game)
  kiyotah_abomasnow vs plamen06_steel: 1/6 =  16.7% [ 3.0,56.4]  (0.8s, 0.13s/game)
  kiyotah_abomasnow vs pllinas_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (6.3s, 1.04s/game)
  kiyotah_abomasnow vs prvsiyan_control_v11: 4/6 =  66.7% [30.0,90.3]  (1.1s, 0.19s/game)
  kiyotah_abomasnow vs prvsiyan_grimbelief_alakazam: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.20s/game)
  kiyotah_abomasnow vs romanrozen_strong_start: 2/6 =  33.3% [ 9.7,70.0]  (1.0s, 0.16s/game)
  kiyotah_abomasnow vs ryotasueyoshi_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (0.9s, 0.15s/game)
  kiyotah_abomasnow vs tb_abomasnow: 1/6 =  16.7% [ 3.0,56.4]  (0.6s, 0.09s/game)
  kiyotah_abomasnow vs tb_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.2s, 0.20s/game)
  kiyotah_abomasnow vs tb_archaludon: 3/6 =  50.0% [18.8,81.2]  (0.8s, 0.13s/game)
  kiyotah_abomasnow vs tb_dragapult: 1/6 =  16.7% [ 3.0,56.4]  (1.4s, 0.23s/game)
  kiyotah_abomasnow vs tb_heuristic: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.19s/game)
  kiyotah_abomasnow vs tb_iono: 4/6 =  66.7% [30.0,90.3]  (2.1s, 0.36s/game)
  kiyotah_abomasnow vs tb_lucario: 4/6 =  66.7% [30.0,90.3]  (1.0s, 0.16s/game)
  kiyotah_abomasnow vs tb_rulecore: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.15s/game)
  kiyotah_abomasnow vs tb_search: 5/6 =  83.3% [43.6,97.0]  (1.0s, 0.16s/game)
  kiyotah_abomasnow vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.15s/game)
  kiyotah_abomasnow vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.1s, 0.19s/game)
  kiyotah_abomasnow vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.20s/game)
  kiyotah_abomasnow vs wmh_chandelure: 6/6 = 100.0% [61.0,100.0]  (1.1s, 0.19s/game)
  kiyotah_abomasnow vs wmh_froslass: 4/6 =  66.7% [30.0,90.3]  (0.8s, 0.13s/game)
  kiyotah_abomasnow vs wmh_garchomp: 4/6 =  66.7% [30.0,90.3]  (0.9s, 0.15s/game)
  kiyotah_abomasnow vs wmh_grimmsnarl: 5/6 =  83.3% [43.6,97.0]  (1.1s, 0.18s/game)
  kiyotah_abomasnow vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.0s, 0.16s/game)
  kiyotah_abomasnow vs wmh_megastarmie: 5/6 =  83.3% [43.6,97.0]  (0.7s, 0.11s/game)
  kiyotah_abomasnow vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (1.1s, 0.19s/game)
  kiyotah_abomasnow vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.19s/game)
  kiyotah_abomasnow vs wmh_trevenant: 2/6 =  33.3% [ 9.7,70.0]  (1.0s, 0.16s/game)
  kiyotah_abomasnow vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.23s/game)
  kiyotah_abomasnow vs random_legal: 6/6 = 100.0% [61.0,100.0]  (0.6s, 0.10s/game)
  kiyotah_dragapult vs kiyotah_iono: 3/6 =  50.0% [18.8,81.2]  (3.2s, 0.53s/game)
  kiyotah_dragapult vs kojimar_lucario: 3/6 =  50.0% [18.8,81.2]  (1.9s, 0.32s/game)
  kiyotah_dragapult vs makimakiai_rl: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.24s/game)
  kiyotah_dragapult vs makthanithin_1084_baseline: 4/6 =  66.7% [30.0,90.3]  (2.1s, 0.34s/game)
  kiyotah_dragapult vs makthanithin_improved_prob: 2/6 =  33.3% [ 9.7,70.0]  (1.4s, 0.24s/game)
  kiyotah_dragapult vs mechi22_alakazam: 5/6 =  83.3% [43.6,97.0]  (1.8s, 0.30s/game)
  kiyotah_dragapult vs pixiux_lucario_v63: 3/6 =  50.0% [18.8,81.2]  (1.9s, 0.31s/game)
  kiyotah_dragapult vs plamen06_steel: 0/6 =   0.0% [ 0.0,39.0]  (1.7s, 0.29s/game)
  kiyotah_dragapult vs pllinas_alakazam: 3/6 =  50.0% [18.8,81.2]  (5.5s, 0.91s/game)
  kiyotah_dragapult vs prvsiyan_control_v11: 3/6 =  50.0% [18.8,81.2]  (2.5s, 0.41s/game)
  kiyotah_dragapult vs prvsiyan_grimbelief_alakazam: 5/6 =  83.3% [43.6,97.0]  (2.3s, 0.39s/game)
  kiyotah_dragapult vs romanrozen_strong_start: 2/6 =  33.3% [ 9.7,70.0]  (1.5s, 0.25s/game)
  kiyotah_dragapult vs ryotasueyoshi_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (2.1s, 0.35s/game)
  kiyotah_dragapult vs tb_abomasnow: 2/6 =  33.3% [ 9.7,70.0]  (1.4s, 0.24s/game)
  kiyotah_dragapult vs tb_alakazam: 4/6 =  66.7% [30.0,90.3]  (2.1s, 0.36s/game)
  kiyotah_dragapult vs tb_archaludon: 2/6 =  33.3% [ 9.7,70.0]  (1.4s, 0.23s/game)
  kiyotah_dragapult vs tb_dragapult: 0/6 =   0.0% [ 0.0,39.0]  (1.5s, 0.25s/game)
  kiyotah_dragapult vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.25s/game)
  kiyotah_dragapult vs tb_iono: 5/6 =  83.3% [43.6,97.0]  (2.2s, 0.37s/game)
  kiyotah_dragapult vs tb_lucario: 5/6 =  83.3% [43.6,97.0]  (1.6s, 0.26s/game)
  kiyotah_dragapult vs tb_rulecore: 5/6 =  83.3% [43.6,97.0]  (1.7s, 0.29s/game)
  kiyotah_dragapult vs tb_search: 4/6 =  66.7% [30.0,90.3]  (1.5s, 0.25s/game)
  kiyotah_dragapult vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.23s/game)
  kiyotah_dragapult vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.9s, 0.32s/game)
  kiyotah_dragapult vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (1.8s, 0.30s/game)
  kiyotah_dragapult vs wmh_chandelure: 5/6 =  83.3% [43.6,97.0]  (1.5s, 0.25s/game)
  kiyotah_dragapult vs wmh_froslass: 3/6 =  50.0% [18.8,81.2]  (1.2s, 0.21s/game)
  kiyotah_dragapult vs wmh_garchomp: 4/6 =  66.7% [30.0,90.3]  (1.7s, 0.28s/game)
  kiyotah_dragapult vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (2.0s, 0.33s/game)
  kiyotah_dragapult vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.3s, 0.21s/game)
  kiyotah_dragapult vs wmh_megastarmie: 1/6 =  16.7% [ 3.0,56.4]  (1.1s, 0.19s/game)
  kiyotah_dragapult vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (2.2s, 0.37s/game)
  kiyotah_dragapult vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (2.0s, 0.33s/game)
  kiyotah_dragapult vs wmh_trevenant: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  kiyotah_dragapult vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.8s, 0.30s/game)
  kiyotah_dragapult vs random_legal: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.23s/game)
  kiyotah_iono vs kojimar_lucario: 0/6 =   0.0% [ 0.0,39.0]  (1.8s, 0.30s/game)
  kiyotah_iono vs makimakiai_rl: 5/6 =  83.3% [43.6,97.0]  (2.0s, 0.33s/game)
  kiyotah_iono vs makthanithin_1084_baseline: 3/6 =  50.0% [18.8,81.2]  (3.0s, 0.49s/game)
  kiyotah_iono vs makthanithin_improved_prob: 1/6 =  16.7% [ 3.0,56.4]  (2.0s, 0.33s/game)
  kiyotah_iono vs mechi22_alakazam: 4/6 =  66.7% [30.0,90.3]  (2.9s, 0.48s/game)
  kiyotah_iono vs pixiux_lucario_v63: 1/6 =  16.7% [ 3.0,56.4]  (1.7s, 0.28s/game)
  kiyotah_iono vs plamen06_steel: 1/6 =  16.7% [ 3.0,56.4]  (2.9s, 0.48s/game)
  kiyotah_iono vs pllinas_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (22.2s, 3.70s/game)
  kiyotah_iono vs prvsiyan_control_v11: 6/6 = 100.0% [61.0,100.0]  (1.8s, 0.30s/game)
  kiyotah_iono vs prvsiyan_grimbelief_alakazam: 6/6 = 100.0% [61.0,100.0]  (2.6s, 0.43s/game)
  kiyotah_iono vs romanrozen_strong_start: 2/6 =  33.3% [ 9.7,70.0]  (1.8s, 0.29s/game)
  kiyotah_iono vs ryotasueyoshi_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.7s, 0.28s/game)
  kiyotah_iono vs tb_abomasnow: 5/6 =  83.3% [43.6,97.0]  (1.6s, 0.27s/game)
  kiyotah_iono vs tb_alakazam: 4/6 =  66.7% [30.0,90.3]  (3.0s, 0.50s/game)
  kiyotah_iono vs tb_archaludon: 2/6 =  33.3% [ 9.7,70.0]  (2.6s, 0.43s/game)
  kiyotah_iono vs tb_dragapult: 1/6 =  16.7% [ 3.0,56.4]  (2.8s, 0.47s/game)
  kiyotah_iono vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (2.2s, 0.36s/game)
  kiyotah_iono vs tb_iono: 5/6 =  83.3% [43.6,97.0]  (4.5s, 0.75s/game)
  kiyotah_iono vs tb_lucario: 2/6 =  33.3% [ 9.7,70.0]  (2.5s, 0.42s/game)
  kiyotah_iono vs tb_rulecore: 3/6 =  50.0% [18.8,81.2]  (2.4s, 0.40s/game)
  kiyotah_iono vs tb_search: 3/6 =  50.0% [18.8,81.2]  (2.1s, 0.36s/game)
  kiyotah_iono vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  kiyotah_iono vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (2.2s, 0.37s/game)
  kiyotah_iono vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (2.3s, 0.39s/game)
  kiyotah_iono vs wmh_chandelure: 6/6 = 100.0% [61.0,100.0]  (2.3s, 0.38s/game)
  kiyotah_iono vs wmh_froslass: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.23s/game)
  kiyotah_iono vs wmh_garchomp: 1/6 =  16.7% [ 3.0,56.4]  (2.5s, 0.42s/game)
  kiyotah_iono vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (2.5s, 0.42s/game)
  kiyotah_iono vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (2.3s, 0.39s/game)
  kiyotah_iono vs wmh_megastarmie: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  kiyotah_iono vs wmh_mewtwo: 3/6 =  50.0% [18.8,81.2]  (2.3s, 0.39s/game)
  kiyotah_iono vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (2.7s, 0.45s/game)
  kiyotah_iono vs wmh_trevenant: 5/6 =  83.3% [43.6,97.0]  (2.7s, 0.45s/game)
  kiyotah_iono vs wmh_typhlosion: 5/6 =  83.3% [43.6,97.0]  (2.4s, 0.40s/game)
  kiyotah_iono vs random_legal: 6/6 = 100.0% [61.0,100.0]  (1.3s, 0.21s/game)
  kojimar_lucario vs makimakiai_rl: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.15s/game)
  kojimar_lucario vs makthanithin_1084_baseline: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.23s/game)
  kojimar_lucario vs makthanithin_improved_prob: 6/6 = 100.0% [61.0,100.0]  (1.8s, 0.30s/game)
  kojimar_lucario vs mechi22_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (1.6s, 0.27s/game)
  kojimar_lucario vs pixiux_lucario_v63: 4/6 =  66.7% [30.0,90.3]  (1.8s, 0.30s/game)
  kojimar_lucario vs plamen06_steel: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.24s/game)
  kojimar_lucario vs pllinas_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (8.2s, 1.36s/game)
  kojimar_lucario vs prvsiyan_control_v11: 2/6 =  33.3% [ 9.7,70.0]  (1.4s, 0.23s/game)
  kojimar_lucario vs prvsiyan_grimbelief_alakazam: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.24s/game)
  kojimar_lucario vs romanrozen_strong_start: 3/6 =  50.0% [18.8,81.2]  (2.0s, 0.33s/game)
  kojimar_lucario vs ryotasueyoshi_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.6s, 0.27s/game)
  kojimar_lucario vs tb_abomasnow: 3/6 =  50.0% [18.8,81.2]  (0.7s, 0.11s/game)
  kojimar_lucario vs tb_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.4s, 0.23s/game)
  kojimar_lucario vs tb_archaludon: 3/6 =  50.0% [18.8,81.2]  (1.0s, 0.16s/game)
  kojimar_lucario vs tb_dragapult: 4/6 =  66.7% [30.0,90.3]  (1.3s, 0.22s/game)
  kojimar_lucario vs tb_heuristic: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.23s/game)
  kojimar_lucario vs tb_iono: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.24s/game)
  kojimar_lucario vs tb_lucario: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.24s/game)
  kojimar_lucario vs tb_rulecore: 6/6 = 100.0% [61.0,100.0]  (1.3s, 0.22s/game)
  kojimar_lucario vs tb_search: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.21s/game)
  kojimar_lucario vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (0.8s, 0.13s/game)
  kojimar_lucario vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.7s, 0.28s/game)
  kojimar_lucario vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.26s/game)
  kojimar_lucario vs wmh_chandelure: 6/6 = 100.0% [61.0,100.0]  (0.7s, 0.12s/game)
  kojimar_lucario vs wmh_froslass: 5/6 =  83.3% [43.6,97.0]  (0.8s, 0.14s/game)
  kojimar_lucario vs wmh_garchomp: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.23s/game)
  kojimar_lucario vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  kojimar_lucario vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.21s/game)
  kojimar_lucario vs wmh_megastarmie: 4/6 =  66.7% [30.0,90.3]  (0.9s, 0.15s/game)
  kojimar_lucario vs wmh_mewtwo: 4/6 =  66.7% [30.0,90.3]  (1.7s, 0.28s/game)
  kojimar_lucario vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  kojimar_lucario vs wmh_trevenant: 2/6 =  33.3% [ 9.7,70.0]  (1.3s, 0.22s/game)
  kojimar_lucario vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.26s/game)
  kojimar_lucario vs random_legal: 5/6 =  83.3% [43.6,97.0]  (0.4s, 0.06s/game)
  makimakiai_rl vs makthanithin_1084_baseline: 1/6 =  16.7% [ 3.0,56.4]  (1.1s, 0.18s/game)
  makimakiai_rl vs makthanithin_improved_prob: 0/6 =   0.0% [ 0.0,39.0]  (1.0s, 0.16s/game)
  makimakiai_rl vs mechi22_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (1.3s, 0.22s/game)
  makimakiai_rl vs pixiux_lucario_v63: 0/6 =   0.0% [ 0.0,39.0]  (1.0s, 0.16s/game)
  makimakiai_rl vs plamen06_steel: 0/6 =   0.0% [ 0.0,39.0]  (1.3s, 0.22s/game)
  makimakiai_rl vs pllinas_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (6.1s, 1.01s/game)
  makimakiai_rl vs prvsiyan_control_v11: 0/6 =   0.0% [ 0.0,39.0]  (1.3s, 0.21s/game)
  makimakiai_rl vs prvsiyan_grimbelief_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (2.5s, 0.41s/game)
  makimakiai_rl vs romanrozen_strong_start: 0/6 =   0.0% [ 0.0,39.0]  (1.4s, 0.24s/game)
  makimakiai_rl vs ryotasueyoshi_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (1.0s, 0.16s/game)
  makimakiai_rl vs tb_abomasnow: 0/6 =   0.0% [ 0.0,39.0]  (1.0s, 0.16s/game)
  makimakiai_rl vs tb_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.1s, 0.18s/game)
  makimakiai_rl vs tb_archaludon: 0/6 =   0.0% [ 0.0,39.0]  (1.2s, 0.20s/game)
  makimakiai_rl vs tb_dragapult: 0/6 =   0.0% [ 0.0,39.0]  (1.6s, 0.27s/game)
  makimakiai_rl vs tb_heuristic: 4/6 =  66.7% [30.0,90.3]  (1.8s, 0.30s/game)
  makimakiai_rl vs tb_iono: 1/6 =  16.7% [ 3.0,56.4]  (2.0s, 0.33s/game)
  makimakiai_rl vs tb_lucario: 1/6 =  16.7% [ 3.0,56.4]  (1.1s, 0.18s/game)
  makimakiai_rl vs tb_rulecore: 0/6 =   0.0% [ 0.0,39.0]  (1.1s, 0.18s/game)
  makimakiai_rl vs tb_search: 1/6 =  16.7% [ 3.0,56.4]  (1.0s, 0.17s/game)
  makimakiai_rl vs tb_starmie: 5/6 =  83.3% [43.6,97.0]  (1.0s, 0.17s/game)
  makimakiai_rl vs wmh_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (0.9s, 0.15s/game)
  makimakiai_rl vs wmh_bellibolt: 2/6 =  33.3% [ 9.7,70.0]  (1.4s, 0.23s/game)
  makimakiai_rl vs wmh_chandelure: 1/6 =  16.7% [ 3.0,56.4]  (1.4s, 0.23s/game)
  makimakiai_rl vs wmh_froslass: 0/6 =   0.0% [ 0.0,39.0]  (1.0s, 0.16s/game)
  makimakiai_rl vs wmh_garchomp: 0/6 =   0.0% [ 0.0,39.0]  (1.3s, 0.22s/game)
  makimakiai_rl vs wmh_grimmsnarl: 0/6 =   0.0% [ 0.0,39.0]  (0.8s, 0.13s/game)
  makimakiai_rl vs wmh_kangaskhan: 4/6 =  66.7% [30.0,90.3]  (1.3s, 0.21s/game)
  makimakiai_rl vs wmh_megastarmie: 0/6 =   0.0% [ 0.0,39.0]  (1.0s, 0.16s/game)
  makimakiai_rl vs wmh_mewtwo: 3/6 =  50.0% [18.8,81.2]  (1.7s, 0.29s/game)
  makimakiai_rl vs wmh_ogerpon: 2/6 =  33.3% [ 9.7,70.0]  (2.0s, 0.33s/game)
  makimakiai_rl vs wmh_trevenant: 0/6 =   0.0% [ 0.0,39.0]  (1.5s, 0.25s/game)
  makimakiai_rl vs wmh_typhlosion: 1/6 =  16.7% [ 3.0,56.4]  (1.4s, 0.23s/game)
  makimakiai_rl vs random_legal: 4/6 =  66.7% [30.0,90.3]  (1.2s, 0.21s/game)
  makthanithin_1084_baseline vs makthanithin_improved_prob: 2/6 =  33.3% [ 9.7,70.0]  (1.5s, 0.25s/game)
  makthanithin_1084_baseline vs mechi22_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (1.6s, 0.27s/game)
  makthanithin_1084_baseline vs pixiux_lucario_v63: 2/6 =  33.3% [ 9.7,70.0]  (1.3s, 0.22s/game)
  makthanithin_1084_baseline vs plamen06_steel: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.24s/game)
  makthanithin_1084_baseline vs pllinas_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (7.5s, 1.26s/game)
  makthanithin_1084_baseline vs prvsiyan_control_v11: 3/6 =  50.0% [18.8,81.2]  (1.6s, 0.27s/game)
  makthanithin_1084_baseline vs prvsiyan_grimbelief_alakazam: 6/6 = 100.0% [61.0,100.0]  (1.3s, 0.22s/game)
  makthanithin_1084_baseline vs romanrozen_strong_start: 4/6 =  66.7% [30.0,90.3]  (1.3s, 0.22s/game)
  makthanithin_1084_baseline vs ryotasueyoshi_alakazam: 4/6 =  66.7% [30.0,90.3]  (1.6s, 0.27s/game)
  makthanithin_1084_baseline vs tb_abomasnow: 3/6 =  50.0% [18.8,81.2]  (0.7s, 0.12s/game)
  makthanithin_1084_baseline vs tb_alakazam: 4/6 =  66.7% [30.0,90.3]  (1.7s, 0.29s/game)
  makthanithin_1084_baseline vs tb_archaludon: 2/6 =  33.3% [ 9.7,70.0]  (1.3s, 0.22s/game)
  makthanithin_1084_baseline vs tb_dragapult: 3/6 =  50.0% [18.8,81.2]  (1.7s, 0.28s/game)
  makthanithin_1084_baseline vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.14s/game)
  makthanithin_1084_baseline vs tb_iono: 5/6 =  83.3% [43.6,97.0]  (1.3s, 0.22s/game)
  makthanithin_1084_baseline vs tb_lucario: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.20s/game)
  makthanithin_1084_baseline vs tb_rulecore: 4/6 =  66.7% [30.0,90.3]  (1.6s, 0.27s/game)
  makthanithin_1084_baseline vs tb_search: 5/6 =  83.3% [43.6,97.0]  (1.5s, 0.25s/game)
  makthanithin_1084_baseline vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (0.8s, 0.13s/game)
  makthanithin_1084_baseline vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.24s/game)
  makthanithin_1084_baseline vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (1.1s, 0.19s/game)
  makthanithin_1084_baseline vs wmh_chandelure: 5/6 =  83.3% [43.6,97.0]  (1.0s, 0.17s/game)
  makthanithin_1084_baseline vs wmh_froslass: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.20s/game)
  makthanithin_1084_baseline vs wmh_garchomp: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.24s/game)
  makthanithin_1084_baseline vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  makthanithin_1084_baseline vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.25s/game)
  makthanithin_1084_baseline vs wmh_megastarmie: 5/6 =  83.3% [43.6,97.0]  (0.8s, 0.14s/game)
  makthanithin_1084_baseline vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (1.7s, 0.28s/game)
  makthanithin_1084_baseline vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.8s, 0.29s/game)
  makthanithin_1084_baseline vs wmh_trevenant: 1/6 =  16.7% [ 3.0,56.4]  (1.5s, 0.26s/game)
  makthanithin_1084_baseline vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.24s/game)
  makthanithin_1084_baseline vs random_legal: 6/6 = 100.0% [61.0,100.0]  (0.8s, 0.13s/game)
  makthanithin_improved_prob vs mechi22_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.5s, 0.24s/game)
  makthanithin_improved_prob vs pixiux_lucario_v63: 3/6 =  50.0% [18.8,81.2]  (1.5s, 0.24s/game)
  makthanithin_improved_prob vs plamen06_steel: 3/6 =  50.0% [18.8,81.2]  (1.2s, 0.21s/game)
  makthanithin_improved_prob vs pllinas_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (12.0s, 2.00s/game)
  makthanithin_improved_prob vs prvsiyan_control_v11: 4/6 =  66.7% [30.0,90.3]  (1.5s, 0.24s/game)
  makthanithin_improved_prob vs prvsiyan_grimbelief_alakazam: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.26s/game)
  makthanithin_improved_prob vs romanrozen_strong_start: 2/6 =  33.3% [ 9.7,70.0]  (2.3s, 0.39s/game)
  makthanithin_improved_prob vs ryotasueyoshi_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.24s/game)
